TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.sse.recommendservice.dto.QueryResult,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,86,0.3,2,22,76,102063,1577437632003,1.0,111111111,0.9655172413793104,11111111111111110111111111111,1.0,,0,0,0,0,0.9902912621359223,1111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9310344827586207,11111111111111111111111111010,1.0,111111111,1.0,111111111,0.9655172413793104,11111111111111011111111111111
